2.29104,-1.54667,0.177872
0.833584,-1.503,0.27053
0.554619,-1.53114,0.361115
8.65398,-1.68429,0.66193
0.981632,-1.4972,0.390816
8.98867,-1.75624,0.834444
2.31538,-1.88287,0.565281
2.09441,-1.8453,0.462093
2.63532,-1.67476,0.548043
3.82735,-1.8237,0.436752
4.57215,-1.75083,0.665942
3.9845,-1.50626,0.238914
9.1364,-1.63567,0.479723
9.37535,-1.37439,0.327161
9.76881,-1.44788,0.574204
3.94498,-1.47069,0.282236
1.13341,-1.53432,0.450279
0.788031,-1.63779,0.439513
4.94838,-1.49123,0.470919
4.40646,-1.4932,0.459039
2.11676,-1.99279,0.371781
3.74165,-1.98374,0.479807
4.82881,-1.97311,0.453276
1.64342,-1.59777,0.398192
1.94317,-1.52927,0.385736
1.67693,-1.40457,0.694215
3.84633,-1.73446,0.532057
3.54591,-1.5535,0.470882
0.711543,-1.61041,0.326731
0.803534,-1.55756,0.394349
1.08708,-1.41285,0.263257
0.441284,-1.63375,0.452122
0.68335,-1.82209,0.435869
2.46628,-1.9208,0.398529
11.7344,-1.371,0.496065
4.13063,-2.10892,0.573963
4.48673,-1.49819,0.682757
4.36488,-1.49048,0.583358
5.57057,-1.89748,0.504496
5.38977,-1.43513,0.546987
1.03595,-1.88118,0.300317
2.80107,-1.83482,0.292284
1.09026,-1.68626,0.49457
2.99957,-1.67813,0.492934
0.954649,-1.50615,0.476584
1.60662,-2.01466,0.535571
0.346768,-1.54123,0.44476
0.589807,-1.55979,0.311647
3.9119,-1.45522,0.275451
4.95481,-1.52176,0.574778
4.99521,-1.81352,0.612199
4.2492,-1.5184,0.56409
4.10823,-2.22358,0.460978
0.375047,-1.55631,0.47018
3.04743,-2.0384,0.621417
2.05117,-1.7179,0.406075
2.60236,-1.55925,0.243689
3.27523,-1.6493,0.317028
4.22588,-1.48392,0.491159
4.16602,-1.27602,0.36979
3.95017,-1.29663,0.56715
8.51694,-1.59614,0.61903
4.68298,-2.08369,0.417652
0.722667,-1.50347,0.355189
2.10854,-1.57648,0.367651
1.13455,-1.85257,0.45318
5.00913,-1.725,0.540476
5.48509,-1.8623,0.518013
4.56406,-1.66082,0.547096
5.12799,-1.21531,0.578032
5.35607,-1.30676,0.628654
4.62701,-1.29198,0.417863
1.14634,-1.69609,0.352736
3.43723,-1.91649,0.442678
9.47311,-1.61984,0.658204
6.40498,-1.74817,0.420427
5.91781,-1.54063,1.0128
2.78384,-2.05184,0.337715
6.35623,-1.52174,0.56368
2.57464,-1.90654,0.43755
9.37666,-1.32714,0.657746
6.78911,-1.58258,0.52714
0.629364,-1.52751,0.431534
6.46263,-1.70433,0.648588
4.90202,-1.45307,0.407832
4.54876,-1.29576,0.477696
8.3093,-1.51771,0.927723
6.6229,-1.7649,0.929536
3.82728,-1.4741,0.292099
3.88316,-1.64,0.560732
0.262917,-1.53386,0.312322
11.0177,-1.59944,0.71316
0.137074,-1.47609,0.303033
2.26416,-1.95107,0.46914
5.47388,-1.80148,0.492637
5.73121,-1.82771,0.534252
4.77512,-1.76454,0.5303
3.22979,-1.93214,0.36393
0.252258,-1.95598,0.456808
